level	sample	verdict	reference_compile_rc	selfhost_compile_rc	reference_pre_bc_count	selfhost_pre_bc_count	reference_opt_bc_count	selfhost_opt_bc_count	reference_pre_verify	selfhost_pre_verify	reference_opt_verify	selfhost_opt_verify	shared_functions	identical_functions	one_side_functions	reference_pre_bc_sha256	selfhost_pre_bc_sha256	reference_opt_bc_sha256	selfhost_opt_bc_sha256	reference_first_error	selfhost_first_error	reference_verify_error	selfhost_verify_error	body_diff_functions	reference_only_functions	selfhost_only_functions	first_bc_difference
Os	80_member_method_ref	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	22	20	0	1cdb83295cd6256e75cf60f45546e87feb7c8a7b85cd601db3bfbeda6af0931a	184fbdc2ed5260ef936999c32bd8f7619f5a952879e466674eedea96ef1d5262	5322e75353ceb38758ff33fe7ec1eb4a54f784271c40e3037fb75f762f94b3df	c7fc39b81807ac39e11f16972315d695f07804ae55e76208afd1f2756caf10b0	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	80_varpattern_enum_payload	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	19	17	0	24475b275502359baee191acd050d61595f183ff44cb214f6fdc50b0d3133186	f1cad2322cc81a1c8ec7a16a84bcab3ef848d7d0e89fc9eebc8b3d6789bf2439	18826e5a11313812b0d143c95ea5ebdc89c29cdded02b4c76f9c53ef4af0a401	e81d443ae60a3c39f04457fc599d8fedcd797609deee9ce1e99eb1dbe9e8b746	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	81_static_member_method_ref	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	19	17	3	31d0b5f3cd481c6aed61dcb5c5be4b1543a9b7e1fe838b5ec0029e48c4b252de	f24fc2342281c6d44780839acb566f0f06795957bbf36f65aaa3f0b8d2f0d749	a32e205fcaf1dd407197c0a514adf139faa625dcc4a2413f9936d33eaf0dcacd	99fbd8ef63d4694d034c7639cf5294b1c2dd51e55e021039845ea1a90f4da306	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Os	81_varpattern_nested	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	19	17	0	d8f1b8809a7cb511621e91473cb121633bac8156e983eed9eb47d80996f13464	0ecf22321700df854a2664fed41336f052be77de0ddb549d9189e1412189f4e0	7cee39d9bd343f894e3008c1f18f6a17718e3f05b3d8e88bf110764f90ad45ae	6f8e03dde627f3ff802787cd43b29079a08cc58d4b533dd3e3514d09c09743c5	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	82_generic_member_method_ref	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	22	20	0	a09879883ea04af13151efc016e3901ba963b19d751e0d180832a601e7ee3267	8068c93f2dd11a2dca7d0089178a1177c896f2f7aa38032da8a5b4ce58910259	d507328bbb0998cee0977324bad6710fe5195d400922bf666bf480a22733508b	be21a77aec0eef7546bd6dfa373fd6c4ca208351ad5e2923fc37575280c037f2	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	82_varpattern_global	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	20	18	0	2f379cdab6d19c6bf35868e74025d4507a983123a0432f9ad1bfb73e1228e998	26510f9f8c01f80c4171bf8568a20f8ff7b0c94efa355ee74de40ddf3123d849	36fbe779a92317f837d06d06694b7106868ccac899726db7761ec07425da1cac	30caf861f9c4207f3884aaba7b23a1451870c0a1f9082a83ffade85b7fff3ec9	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	83_global_func_init	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	20	18	0	d72eff9cdb6159fb39ab2d5d3af524768e75ac89008fadd0752bb6e78272367c	f51f4058bf65ef0824f96b106f6fb212f9e18f1faa2ff5b3b0a61ab074ea3e3a	4e3c9c1fd883fc2f679f05e0e056ddfdfd5b5e87eaa05923c5d38cb83676e4df	b56d4db449cef56e2c1f945884bf33322450fee088acac8e8e7d9636ac9f0a8b	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	83_interface_member_method_ref	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	24	22	3	d5592c21f4398aeac6b9750f7abb7e273dc637f5c3a624ee6047b00e3a4f9502	20f26682369d5119ab2664b6c9a881ba5486d8335c0ea41aa088ea74bb77e22b	6aea6b988145aa5e6f67d3191dc64f05a00e8a1ee74a0c3e4dd5d545a0688c0d	15a5f437166faef79f5a6cc4f50c0cad44c7a429e9620ebe8b8be51569b6b237	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Os	84_lambda_mutable_capture	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	6	db2d1254b2fe0d6d269ef93a28708e0e7756ca06b65c422deb12efb76843b97d	806029c0a5f6eb7805a0c2d7791b4247b9f5ca04c3c0d4cc0aa69c0741c068a1	f56470553e89ffeb87cd65afff2e806ae1108e72147d6e2e356bf89626ee2190	9918e7e9f8d604f5f168e85e71d8893ba71a0298feced8509dfd795ba3a05146	<none>	<none>	<none>	<none>	2	0	6	"BODY_DIFF:""0_for_keeping_some_types"""
Os	85_lambda_returning_lambda	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	24	22	0	c5d74c1e6a44ccd93675417ddb3c3241a3fc18fe0aa272a79f8549c027e06c78	fb624b07769d7f91299b9d7d7840c9b63b74f7572cac524e5108c52654a484b9	e1ef1cbbe02dd6ead5790dd400201dafa7d0a7ecf6476e01aa736fea4668984f	64841df162c78e45766859aac99148e9d6b3c52046f4da7cfdb0ccdb30dc1dea	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	86_lambda_generic_hof_capture	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	3	0eb2c90e9413bdb06b32b15448b7fc1a620d6f077ae9169737c2ba9f0f289fc7	b4867a55d1bd96fb959c2ba71321eb2f5b17fc350d12cf9b20478d39058efa09	4da18c4287f3bd5842c201a09b9003de35f323a48f69c969190664a6c6c87519	1d64299f055740099765b99310d473ec6d67ee806ed61cc38a29e4fc4f5a8a4c	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Os	87_lambda_interface_dispatch	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	23	20	0	10d07935c2a7e9eb36b84adbb24a4b18c5253ce2c2bb654f0a4d4684692aee16	d94477612013dc8ceeec89f7dc3f01f01e68bb853dc037d0715b3aa27f2eed5f	37d5c79decf1bbd7bbccf3267c06faaef335f441853981220e6b084fc2e70315	745fff61a701ad00a7638da1759f8c61e01e69eace45f39d62b2f0189e8b7027	<none>	<none>	<none>	<none>	3	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	88_extend_inherited_interface	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	20	18	0	a5e27a903c7ed09991f31a662ef3bf04701e35c44a84351b9a31d1a27e7118d8	7ef8b9e729c9b31bb9e17a8c96d41fa095bc991f44dce27142e44bed642b02a8	438970629d60dbb5064c1ccb02c0b41e39ebedfd6ebee7b69e8c050a18c31e6e	c19da50cfd227a809523b6e974d336a54d5f273784c7c4823cf8ad44c9ec9d0e	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	89_match_qualified_enum_result	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	21	19	0	da3abe92373048c6d6f5c00f76695083d5712cccd3ec6380832bb64955cae3ba	0842b089828a59aeff6fc369642b138e8d996e974908a99ac49559fe07a2edb6	b9989c91179e6700218d76e7d5114985b6078d3f9d3e9546e89b934298e90150	ba510ace9fc167fe5bb6d9679a68f9778b9ca6f629c132dbaf560180f4cdc274	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	90_range_subscript	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	19	17	7	5fc842d98f0ad6e9f0bf0fb04339d167430db722744cc36d8f6c57f5af8904d4	dfdc35d4f3c64206d48f15bf8b065a64473ccfe0d208a4ab66adcfc4d6367b45	be24a720ca9be92db5c16edbb031dc086f06cd6df685b71bf1cba64e982ab4c2	9a2afd7d5a1e50152a4fb69dd3491e40761da4b68616fa19d172249b0e420bbd	<none>	<none>	<none>	<none>	2	0	7	"BODY_DIFF:""0_for_keeping_some_types"""
Os	91_paren_expr	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	d2e4cc12d98e3775455a86a8029499356af4a1fe31932682925d303c3196023d	4c3b3d61f51f8ae3424f69ea01664eaf63b535ea553578d5f3e880f8ec975baa	cebc962edeec3864acc19ab63f9361995414c168f5940c7c1ec9239f49e12140	76ff8394e2d8c07a54a9463c0ccfd1cccbc7cc3c6bf2a3334221d2b0d9fe4f38	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	92_foreign_block	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	9a6abdab1757ee208d5518a985239307fb347b040fb088f71265549799a00688	3cb218d542724ec33aa9e9fbbb5af05c260e17a288582fd61609c5ca90d5b3d9	5a0c1dced9b987d71fdb3026b65f9ba3264f0fe2571863cdd52758fdec795228	424822d030221cf258f364a9657750c34de9bcf088a9d15fce8094ea50b17faa	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	93_recursive_bound	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	31	29	1	648a1150197107303645a78a1ebab582c5c04f90542ca3933dc5540f59748ff0	2dd3e56841195a3a3871323ceb0b026a6c8b9daca36b74948e0cb4f6549b9dff	d7d479dbeddbdd1f84d31edcebdb68f7e6e6ddf1cad5f7df0efa2d785cc647a3	43e0fab0bcc5dfecd7741cda833c192466dc421eb51f0fda514191523842fe03	<none>	<none>	<none>	<none>	2	0	1	"BODY_DIFF:""0_for_keeping_some_types"""
Os	94_string_literal_equality	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	17	0	55cef905643676ff728b76428abcd1fc0fe75fca33872db825c5ab4863ae9e0d	b7bdb23f8c97e99176f2c3c2d284d3b3166518fdeef9e14fce17e86669d5dc2a	815dd0b0cd2414b46d5c1e4afaa935e7f4789bfbb19ca461c8c362b060b9ab61	a806d9ccb64f125f3a29439afb77d52689670f20d33940c3e48e8c6d28daf9d4	<none>	<none>	<none>	<none>	1	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	95_string_match_case	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	ec9f70852ae0192135e23b2175a46ea44e135ef8a6a92fcc00b2fc3d7b5d9952	49ee806cd5072f7a8b0c1674676293a5d52e6e37898904f40b9d80b897aa810f	86d9f29fda86cfed6042c5bc5d7ad93a2b967fec1fd59b7198de0b4c59e40faf	d5c85c12b9776f2b6b56a16e01e40c04b6d7df4187aa9db40e6acd4742869426	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	96_shadow_param_block	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	a3beabf3ea20620a29b3515fa4e551acc18b595629cf82568562a3577ba6e92f	ce02fe6f95f0f2e9581a4594496dd51627d228503d32013d20cd67c47ee31f56	365b0866a285407e4021ed8cc3851c041161cb0b1af505094c0f48805aac67ce	190c7875d70c2ed01da3637bf9774b87457edb8481d61d9a1217422cb3028c41	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	97_shadow_param_loop	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	19	17	0	bb406ffc9302f32a4d6441f50f2eea0762be8c1d16801cf2473a3f4e5e055389	2d3e0fbad333bf62bdbf997dc9944bc65f1a9c55a6d50656ecd7422ab9138702	9b26d3b0da0db03ce9916ce9b5e3e059ad12290aebf1b1d75a93228ae5b132b2	4715579987f12afea0ed6d3fa3aacd8e153f152381659b41c18a802dab79be0a	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	98_sibling_param_name	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	dd706ffe900a43c301b44ebd95ba2562b134ab0b035c3493c27ceba8289c962c	3219ad4bb81117ecd4210450f3decf5940e34a084aff00ce51ec9714e6861132	51d180243cd7c0cab78d173c7fe1e064158359072a2f9830009ec246caa21d61	79e96baaf376e317d13e139866593dc1731ca0201e4be037ea076e76d01f0a83	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	99_shadow_lambda_in_call	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	3	0a84375ee429a693f2cb0e050b367c669ea86aefbf40e63cfa7f147525ae49ca	9fd61fe21cd9895f282f02f023eba4c818571a8902338f416285a61605391fd9	e745b0cf23042ea7175db69ac2787248e673338a3a174629819d5fe11ee31e07	9f587a6740de5eb61bb8ac231594ebef6967f4aec94c3e0722e0792630346b0f	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	01_return	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	17	0	47551817a286139ca2ca83f6a374c2550ebc14f1a16619bb0e059e2f9a628ad8	f26bf8d2828eb44d59971a6b8788c686576ccec34adabe609b791ea2478f33c0	de6bb39bb72082c3a3f626876fdc033570718f89c86610ca758837e4ddbf1d22	039bbbf0f86c9bc3a420d2d667a0af2c24cf56f1d28338ad95cda4e2df502bc8	<none>	<none>	<none>	<none>	1	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	02_println_int	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	71e30a0d5b369d6cb9c5e5da74c58bad6567511a47904d0182e2c6b29700f07b	e77992ce8a58bbc4531a590acc47de380b0bfa2b7d937b16dfa6419ec7028815	d926292a91077579fe9cd5de636073355275f6864f8eafa3ba3281c3f22704a0	943961a9481d07e4618a7f051dba612ade1e8fce969cfed06a653d444af64c5e	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	03_factorial	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	19	17	0	a8f30d660dc77eaae4a21ac773c7e72c504fdd6abaab5b8587d8fc449306cec3	5d2f3fda1c9b6887d0efcc906982fc36b97f26d6c683596f6a5a9b79e8299150	0f10db1de9382a5075ac2d44eca41ed59113df7296325546a835e3d03ada0b2f	6e5dffb2a1469b32420802e00b61d7ab1e26dc5965419272ce8adf67b29a2bc9	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	04_while	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	fe4ba54a48f39f22ee12d474dd824aabc37ff860e461e82192c1a0a86b118a39	d18566ee8951dff6f2c8feb43088e5549ac8394516c9d1b4824d55fc91237ff6	f24ca94e1b230128b637382cc60aca824e81d50d548c6770a6d884a0b0df0ed3	5c59b9b5e74c8017bd3cbfbafcb0845ad6a9791cb02714e71908635b66b65bfc	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	05_forin_range	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	1	529137f2d824612e06fde1462ebcda860dfef4d2cedd9e2125119feaab7a63c7	e1496cded8dec742370b7ac4ede5f2da78bb98825acf13edb6e1c6b53bb50c7f	8f99f47fc1086d13b70c25a7d4db1a3fb32d68840db38216082c4a2c79fe9d84	d0ef50ee618cdf15ab87caf7d37935779bc58cc52e359cd63fb7b8c25b4088e8	<none>	<none>	<none>	<none>	2	0	1	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	06_bool	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	919f1b317104e2fd3fe36092814cf467ad9d21770a40a92f6e98c9cf1404d7e1	f2e3f965a22845a2bb753d1bd2c6d25f13ba3e19dfea0f11bfa9d12e6867beca	556f5b95390c4ce7278c289e1129911162621472926e50fb6aa7eacdf86e84f8	d2cf4ce1acaa83c6e4244e724ef3e98fd5955a7c3c454fa82b4afdda2188f0ba	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	07_float	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	782960c4350610df6038c13b5e467dc3f24ddcfc7aacf0856124fb1fa86ebfd7	ec58f5995f011d388c405732c6c3ac10434560b48a28cb78239908fd66af3785	a078b8bacba9eb7fcb8440aeaa5b6914a6fb9c94847a602e62fe855066701139	49901f37852e0e6ef79524fa076dbdc93e1fa670a8163f8456b2d45a16ea3ff0	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	09_nested_func	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	3	a117f34aa23de2e9ea7b7cc9256a98db60c24917b23379cb42f59fe651b3549b	7a04f5a420b9abd5a55c6d3a8b68440e74f3250f9c13495417f30a2797a51c75	f28060778d9ce672b5573829f80fa6167f9715df6a52e4a75c66e521a969e172	47311b79193ed2ab642c769fcd4652c4d2484535ca04693833a488ec91dc6f94	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	100_shadow_if_in_binary	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	1267cdacd4095afca1137bb1802b953719c0026fad7c430a4b0b80e5da3ee0cd	1ccac8fabbc1405f11b146f59cd29ed7c231cb4a42b38f58bf57c92f0bbfbc56	0f46151236689c7723f4769fe4afcd80205732050dfd2f4145ccacf16887551f	bbc7d020bad48d163cfef904377998cc0951d55142ccd7783e972715e9dbcb81	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	101_default_u64_constructor	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	405e051eac45445b3cffd7ca43e776d987bdd245d08d15bd319a66ecc539c809	3f8dc69d089f9dc6b4b58d229d55e9a1d2831a21052719f8a93fcdf1e5110182	0e4df7912ac9422b1f57a3fbd4944a8c3a28bb232a230d7048fa6e4a90b92c15	6f486efe143d133b0c7e91a26ccd58694594658d5ef1b1cf41029ff4b562af64	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	102_overload_call_base_not_func_ref	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	a188eb4b946c4789bb2ed85b90dec21213c2a2b0fa22badcaac0f8b140580f4c	3e372dd502be446a8b7492e9abcc3df8bd2b2ad9117e9a352d0066aff407f2af	cb14845fee50f42d09e418d83d864db6148b740e49f6bcdca7b1b7e079be1ffc	d529408cb684426ddb1ccc461666727744c1bae6737c18e0417824f262bb6d2f	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	103_if_bare_return_unit	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	17	3	cf90a0402ebc36d4becb9f4b512829e2330ebb88166497492c41848982378c4a	d7efd590282c1414fb89408404a9302f24559d5430c4cd8c7152cd27062c4e1d	7fb4ab09f553998b751ddb1b6dec91e95a3cc498f2c10c7583e40d0b1ded5a1b	6e5f29883d010dbbddaaa5f2f66c6f6bde9e46d3ae704656d53621067e549e8a	<none>	<none>	<none>	<none>	1	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	104_match_arm_bare_return	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	3	dd9ca0c2ae064093c624050162e5b78ad81f42d799adfd3f8a16fc71a0d1fb7f	007791444b09f3c9615e596dc173ffa381a973b98d78f10c3e9233bbeaa533bb	769e67ff8c336f4be1d7df47c4870f14f3719b91c59034d6c3b1f70517fcc633	caf41c9353534b496f3d4e9f8cd86b94dd5cbf3dd911c4d55c49b23b9ad8e9e2	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	105_match_string_enum	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	22	20	3	055e5bc120df5af9751ad2e0e40cc9fa1c5aa9e8ddae4dafc813fa272adef4b3	f27ffa6273bbef3e92a17448ae87f444f2215e3c727739c1bad83ab3e1e76243	24bf4e2e558f6eea5bf9876a7b027c259f1bd99a4fa07a1cfc5f042625de2ba6	d034223f5fc5e99ea0ca1df1550044d78a68edf9fb526bdc227441a85548ada0	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	106_array_int_size	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	20	18	2	bcf54cd6dac40b7ce3d46b540571ca5f2cd21cf015290b9e5969521fc68d1fce	cfca6c06640e698d01d198e55bbe779c16c07d2b68032f86632924d3a0b23e11	95077f8cd142a035ceeda6c6f4250f5f391e4d7ea235934d34089c8017e8bd45	ed371c96b65eec033ef38ab2cc7f0a3d780fb35ff35e8bde13a6368ba3be7a1f	<none>	<none>	<none>	<none>	2	0	2	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	107_contextual_kw_identifier	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	19	17	0	848b4f40473e6356690062cd34bca687cffbb82e8b093dc1d35a6f31f3ac0cc4	ad8402ad04eb706808ffed8b23b6d6c4358dce1e9883a56e394a8a1c4d151d46	5cd7a00047b5b7958b71e6ba0d7fdf55dfa6365635c4fc445919caee3020d0f8	a9ff3166aefe707d83c36ac59bc7f7cbe7657fac79bd8d840a30bd299de343df	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	108_nested_struct_field	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	2761bda31145c769711a875531f9ee5109b8c34f3dacba8280d83d551a86c3f4	f1e0b953319a9a4b435fecd614f7c69ba25e591d629f9846864c1062cfa8f036	6518667f9665c6abc4840d19b3ec2da82a9802644cdc7f0d39814d28cf34c9dc	d6b888f8838723ef02f64f9d9863d354e69b23734c2c28c62033804a7b2d2389	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	109_match_nested_const	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	22	20	3	430cc434c06a50d15152f33646b341e5d9f1eccbc98cb98bf7eeb6778d54ff9b	1e97faf98212a441410d3f2c9b2d6ac1b49b0834bc8f899004cf93883ba532a4	f5a2c287f90d4a12271aa8136687a1768c53747f89d159d5343633e8108ed165	d2ed49e07792cd6ad4f26a239daefabd7f11451f6ef212e454b00da86648032e	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	10_str_literal	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	17	3	518a8b66cd6f9c6e82417c6377dbdd6b12a7a86354d97527569014b50c4e4bf5	1a19c7645d24b554dbb8f4fb288c4f50fb24ccc81c65341ef6aab92befa482d1	257d819361f1e5a2d436a665de222101fcd109baa5c22c2f6ef68c872d17cb4e	e5aa589ca12ec8f8d72cb78dc7944d63c54e17308d3573dfffaf91fd02cbdf54	<none>	<none>	<none>	<none>	1	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	110_where_multi_constraint	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	32	30	1	5a5aa150677d6532a47f6afcdff8be94a4755077cc43282bd3e64a03247bdeb5	fc80c4504e4114cd3e678c6f53b27c62556400bae693d3adea24c102b1575a3d	47a927a1ef5ed7d7b67af79057c8df032f91d8648acaed1a713c63cf16324b8f	f990f3d2ec815942d6028b3b966a92be18f79bb1e6a07685b04b9ca6ff767bb8	<none>	<none>	<none>	<none>	2	0	1	"BODY_DIFF:""0_for_keeping_some_types"""
Oz	111_toplevel_const	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	19	17	0	720dea0efb028ae81f882023a190f6f103e598172bb9d139ef69771d6de8af21	3bff5ef42f39bb0dea3022c53f00ebe72e2c4c6f86394df93c0eee699dd1ff2b	eaf7f3c1062ebcec1cc26e7c5eb9d104d956134dbd28c27b37f4c406066b73da	1ca34b055e1a5aef17e279cd778a34722af284a427a350f343e782a117adbb00	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
